customer_unique_id,Recency,Frequency,Monetary
022ac7dfecd0b4f6019415c4a0fe6d03,124,1,175.5
022defe8d96ad7d7e6b2e39a5d83c500,79,1,87.66
02364b772a6ae741cce9f3c93ea77edc,121,1,215.38
02379fc0d5e683d41ccde86f75bbfaf4,66,1,88.51
023a67e0df63273fa1f49cd71fd3eb61,156,1,187.06
023d64edb6716ac1a0a5da6e6277a713,119,1,62.39
024c233620ca87fef1d3f281e8123142,100,1,101.72
0255fc149c1f191319c8c431479e5d8c,31,1,140.67
025ef887ab57255584e60873ea086144,130,1,21.94
026fef2c54aa326832f6eb30e9a13398,17,1,131.71
027179319d6e0b4958b300ba6e9e35e6,16,1,98.11
0283917cf6822284c4341224ef003fb6,63,1,147.84
0294bdc2d323f7399d6c38690095e94b,128,1,93.91
02a7760053385280fc193a50d86f69d1,13,1,279.88
02ba7b822bc05258fc0b790a1a54bc36,60,1,81.16
02bab436d042d111ec4b7c67cfab8835,28,1,145.94
02c10a545b4ff4123a8490cfc32db78c,19,1,456.76
02c2e590ec422325d7b15a4f0c8004cd,8,1,117.81
02c53d2e9785a8da9dffe8d77a2cd882,112,1,142.34
02c82b1b79ccf9f38fef2fa51cbc8791,109,1,190.0
02ccceb879088a0253e1e46e0200bdb8,22,1,2512.53
02ce197e2c160b57561b0880cc8d9446,109,1,158.92
02da4d32a2cf298f82d850d77481da0c,115,1,157.91
02e8a66528e84b3ca6150d9b1e03a26f,68,1,2158.57
02e9109b7e0a985108b43e573b6afb23,109,2,598.8100000000001
02fd751e46b4df15f8fea581215241f8,95,1,89.36
030059570d2bf6147d5d70cd727c3697,22,1,52.92
0301e2b22f44b5a060987ecf49f8ada8,38,1,122.84
0303ef40ef95a500ba038e141c9b935b,70,1,61.480000000000004
030df4046f9f9e7fc4531b24b1e853fc,23,1,589.96
03146a8b7c6feaac56b53e8e834eccd2,52,1,69.53
0314c56ec0f115025e4d5cf570370fcf,71,1,193.0
031aa5ac6d8d997b03e739c47752aac3,21,1,398.74
031cbbcf2be8c834d2d5d25d3ee49926,71,1,86.41
031f055c013d9b147263937cc2d5b6a2,116,1,93.91
032688e7102ec93cbe75358475e3178d,15,1,118.49
0336f24f20b52c8af2f0dd8e4697374b,83,1,117.96
03418da5fc543b9c92cbe8a87f76ba27,35,1,308.12
0341bbd5c969923a0f801b9e2d10a7b8,93,2,5999.04
034b9598ed15f8c7c94d5d68734aaf60,118,1,140.88
035e7cd88b7450fd33efeca817081a53,103,1,71.04
03658676f008d0d0f8b826340eae3dba,81,1,133.71
036fad4da661be7be3ad588329aefc1b,130,1,132.64
03740c6c6c3c01bfc1ef251683ef3a35,78,1,32.94
037576137eb995f89b3abc6c690a3d24,31,1,159.35
0377c4b5792adc66cac7fbcf5f90dbd0,130,1,117.35
037bf06ede74c617f31ca7ad8989860f,97,1,68.33
0385202835886be536b884d2177cd4c7,106,1,112.88
038c91bf6f1bb33c46694bae8e74dee6,82,1,271.08
03a4abdc6deb7b5b3c18b4cde6d63761,124,1,104.44
03ab3ea477718b0b0718b8fb857b2479,62,1,178.41
03af1d692ad6c5b722844ea5db15d234,9,1,40.97
03afddcde6dddfb09ab4c007a4d6e34d,75,1,116.88
03b67e2663060cffc84005d6775fda6a,99,1,138.25
03b990046f4ca81a57c049175ff50485,127,1,47.61
03bc76887b06f1e7fb81d0513018165e,16,1,665.0699999999999
03bd7c8563706d3a512250498f0706c0,28,1,1764.42
03c652e00648633dbc255fe7b1ec3a58,52,1,123.02
03c665eff69ae2dd8923230d671e28d5,110,1,157.78
03cd0aecddfcc5c2d742df0db0103062,119,1,70.24
03cf4e12f6dbafaa98d8db759e2f5d45,31,1,247.99
03d4953a455f8489e712ea80699de878,40,1,33.33
03d5d879b6583adc0d8b84788ab189d8,125,1,448.51
03da36f44c98d62dfa4dfdbbc8fd6ade,86,1,82.12
03daf3183493e2be42de099dd42689d2,123,1,102.17
03dd3244bf71b675adc88a6d0dd7180c,106,1,346.76
03ef7f03905227e15c7b6c860554b3cb,44,2,238.55
03fbe2c196c3f0812a34c264dcc617a2,44,1,349.93
04093066bc3fa341df1261a78e9a8e89,23,1,117.46
040f8dcf0a86b8897aaa4eb25e49830f,111,1,91.19
041caba6a63ace5818387698ea85cdb2,99,1,71.78
041dc685b89c2bdbe0266667d2a3ba97,16,1,228.96
0422bf9c5455d76bf0906b94b42bdc2c,79,1,347.79
042507632a640723b9060d4c617302e5,88,1,22.7
042c603ecf6475679dd96ebbe37c5872,103,1,144.58
0435835f062a422e29d5f190c5b90e01,127,1,704.8
043a01cff21e0bce3a77a16d6ea14923,46,1,128.84
043a16838b73c1aae6721b0bbe1530f5,109,1,237.16
0450a895467200eb538113c095f4ec26,105,1,109.07
045647db3d89047f1163e8135bc2336c,114,1,211.03
045b2197c52c574f3443d3c74dbdd6ab,63,1,81.17
045bc837a19ec2f94f2eade75b728409,111,1,168.15
0470c1594f49ac7997857a1e56c0941b,58,1,141.56
04748ab218810c6ea98e490d2ef9facf,110,1,118.5
047871829ba4a3405f7b4264e218e3ab,135,1,128.25
048059617701c132b5aa971d2330c2d0,130,1,289.22
0482f8eb57c7df640fa8a9a6a883c488,64,1,147.81
0484f4053df3702347e3b260d0eccf39,70,1,386.76
0487a94145b40ec78717e7d4044f182d,22,1,1050.36
04914a70baae65c7368c83af08b17c81,134,1,60.7
04951d4f64f1fb00783f6667a19a2915,105,1,194.9
04a132a0625884998769f2855a3a57af,111,1,62.31
04ad599aceadb8ab943440c18a87c99b,115,1,125.5
04ae551b5f47d2ad463a30d96c15ca7f,93,1,227.38
04b591095aa3118bcae593d38d3bff9e,106,1,163.24
04b8af3ff5e931073fbdb9ca156192ad,23,1,154.05
04c3799d1da502e6977882da307f39bd,119,1,194.3
04c8d1d940857332059a45d7cc9a906a,125,1,73.78
04c9f042aaafb2430f14e0c3d46c0a68,95,1,596.95
04d72e3bcf0dbb259f2c98550640a179,108,1,213.73
04daf0030c088fed728993ef9f7eaa56,25,1,104.79
04dd576f551d493e80d2d3a5fad5834b,148,1,120.09
04e1b4465899f282fe44bc0daca32f81,107,1,213.76
04e5e98155286592ff3078a9ce0b438e,37,1,85.58
04edaceb9e1df2e1198a0692124dbe2a,130,1,113.82
04ef415f1d1c565ac89d4c345ae6fc40,49,1,148.18
04f2f663f487d69ed819642a845d53e3,116,1,53.81
04f2fe2f22bba4933c8c149f015a7844,88,1,155.85
04f466d6234a805ba36301c1d054b343,115,1,419.94
04f621df77702e8f5e8fb25c81c5bf5c,81,1,19.39
0501840168467a2d31102cf755e6ebcb,26,1,193.96
050331c7df0a0d54e5dd22f4fae0f2c4,75,1,118.6
05080e528ffd17731221b7eb05e9c026,81,1,68.13
0509ab034845adb0b4c91b6f0e7b7260,118,2,339.46
0511b00dba27c937d7c1b15aa385359e,88,1,100.88
0527ba077d9197f91cf9b1e0f14ce984,81,1,94.52
0535470cf036d0c7242c67b16a16d5f7,42,1,160.75
053621a4996224c4f3b3296aab032d4d,29,1,163.02
053abb2829821b2fafd26639ba5a5b2c,97,1,143.49
054151a8eed2b75f007d3be0957fd5ed,29,1,73.77999999999999
0557ce04d044eac7a2f6e11b8988f8ed,60,1,141.28
057707b95bb0f789915111ab30d7b772,80,1,81.46
05881608070651676a74a9859c492c43,94,1,33.13
058aa00e0e9f4f0a2febfce3725d71c1,121,1,444.08
058b604a0df6b29f03c540de254b197f,130,1,186.64
058c974241ca9223249ab8ba9274478b,23,1,177.11
058d30d972910f7fa6cf0121695a6e37,114,1,534.96
059063072de58e5a847e76c4593d5629,66,1,1747.72
05982d28754c6ff4db35d50e9ee11b24,57,1,71.44
059e7585d8fcd2430a33375bdbcbb990,12,1,452.59000000000003
05a021f89882d0c4df802f3c18897a34,48,1,627.72
05b18010a8a20bb7103a7c67b1b37800,60,1,180.85
05bc8e1bebeff93bdf784213a7aed5d7,81,1,128.85
05c5a0912e201b4702af1f2c46a1c695,94,1,141.74
05cb25c0b98e8d6f839049d97adfecab,39,1,2443.11
05cc11f944a9cc2f8dd41fae770c313d,108,1,550.26
05d1983f756f88c02430157372fc1402,85,1,31.95
05d814587e80f2e2846c144d4fb511bc,34,1,281.84
05d9b1eceefe1ded15739bf5091de7b0,88,1,149.36
05e89b2621d4014d7846b7d481dfafd3,120,1,67.29
05e8ff8236c9f7b774fbc76fa4e23763,122,1,58.22
05ee5418a4ab511e323a7d1922d4e1ce,140,1,138.92
05f0200e2ce53f7ebdadfc9367257906,66,1,320.18
05f1259e0082bb50b132b11aace45979,45,1,197.45
06038c34a42717cdd6dc54b8bb0e6548,62,1,94.87
060fb87bcb9f60275f3fc857b35be629,25,1,56.6
0610a3f919d96e4cc79c5dd624b37ccc,12,1,57.77
061abe74d3296b2623abc5e9755fb161,89,1,105.54
061b86395a4b70077d2db1d1f5290c30,88,1,59.14
061e0d9d23f099ebcc78d1c90f94dfbe,18,1,1654.46
0621ad7376367fb506403a29c8f7a603,13,1,269.55
0621cda5f3ee9a2e6f3ae6ebb5fcdbe1,104,1,2564.65
062238d27c69d03c3cf38b199d6a17a4,78,1,176.4
0623a77ecb65c1c973663a3a4aedff8f,12,1,128.57
06249a1cd30e3c76750d6a9736cbedf1,37,1,74.3
0647eed2ece999e2d634520c62ab78be,42,1,260.06
064fb6f70338688d1372235d95d92ff7,112,1,7849.08
0659763dba9821af49728668716e1084,140,1,74.94
065db70d867514639c1889ea5f6b8ae2,106,1,53.83
065f8d269e0518c6a8cf04149063a2e9,102,1,87.32
0669ee32bf519c46d27030db08c5e0e3,87,1,648.16
0675829d0abdb673030149101e86488b,134,1,71.19
067aababad1d4ab2de52be25c7bc56f7,123,1,427.54
06846137f99fc5cf2935c181711349b9,127,1,92.1
06865568b85ea95b06ff48f94b1a5326,175,1,96.55
0694d901d7d88ffc1781dacfda6cd048,41,1,51.85
0697142614905a50813d854fa08b8eaf,38,2,103.13
069f4dd3b71c4a74396b5d9044432d5e,137,1,133.21
06ac7f149dcf07ec7cde299a2787739a,122,1,20.69
06b0421991a8b33ebcd370945f3494c0,120,1,538.6
06c20fa6b4e085746a55f7329dac36c2,43,1,65.35
06c2538cfac1de544f46529bc1a1c4b2,81,1,78.72
06c9a5ff25dff66a5f6948d756251d7b,15,1,169.65
06d17cdfefd3949b0539e6d082de6d99,106,1,281.08
06d1978fe33d7a00904c2145feb94fe9,80,1,151.02
06d2f8b660a9c52438a6aa591c6a4244,44,1,101.56
06da5ebb792cd04ba20b05e0217ac5f9,110,1,143.75
06e0c97721bd7ef0a4630570de1eeb98,46,1,727.1
06e4c037b01aceb787fdcf2b4cc7b1f9,29,1,25.78
06e5b19a892adcc1764e70024306e84a,100,1,70.78
06e9efd9908fc2459e4a34b0f616243a,89,1,64.34
06f627751c6010c4c1efa16a711b2764,44,1,150.98
070447b7f798d0fff61e13a5a03522d3,136,1,1006.77
071151e43131464fef4e13aa9a8dee37,113,1,72.1
07187f9425311d0bd2a5451169bb8c3c,50,1,72.08
071cd8999ac70f2b72112bc3d49b09fc,127,1,176.65
072d62b795f5ddb501c3ed1d5c5079ed,15,1,91.23
072f8e24300dc9f9c23030f1ebc079da,24,1,56.07
0734186c93d9d5488a3a77c8178cb794,4,1,105.52
07351daa62f3b9d1ba90f22e7f106407,12,1,24.79
073977bdb15905041804ac9f8b686d73,32,1,90.29
073eb65c7b6cef57bc5be329667b35fb,66,1,590.8
0741fe7ca466a771cea561293fc17b5a,64,1,707.16
07435003bc81c33bafdfeace4faf1dc1,24,1,45.23
07522c9e3faeb9e86aafa0dc95f2db2b,129,1,165.08
07547425c8f7a7086f529f2d3b80d21a,79,1,1591.6
07587576616fb49706b3536664386bdf,69,1,71.43
0758c9bc0d529d0ea2028f58903f1749,77,1,178.4
075b7002d0445c874a542f6841d99bac,70,1,68.43
076631f9ad2719c4fde47d451ce18104,99,1,464.40000000000003
076b35e139e2e3de142e4d424d1cfb27,106,1,458.28
07716110b84aa77735b7ee2cfde61e5e,66,1,37.41
0777b150d37cc8c65e506f3885292681,41,1,96.65
07826999f928c777522ebd9ed5879077,147,1,241.89000000000001
078bbabc3259184e037b720543d4c90a,73,1,35.23
078f7e669cebf2fb640d0ad0dabb3068,114,1,37.85
079193e2ad24a2dd57584a7eb213bd1e,12,1,355.24
0795c2e6501b727255b4f0fa37986860,87,1,758.0
079ec2c879df176aab74e81e61a12f50,61,1,17.38
07a5f6a473e11854c739409c0c899882,80,1,29.31
07bd3d18ecba2420a8934b34a26f157a,135,1,104.86
07bf560f72be1e670efa23930e50970f,109,1,219.38
07ca0d4c9fbf2c34295f350fc37cc1f0,86,1,113.21
07d190f123147d9e89d4b922543d7948,54,1,315.75
07d9274cd46ab1e4d6f47b8507e81b74,108,1,63.23
07edb6092d391eea668598f604cb8a80,63,1,1277.3700000000001
07ee1c167ed532ec5d1325758f063f8d,23,1,82.96
07f683d0c5edec5a5d827d25ba78620a,68,1,290.24
07f765655f560c8624267665ce23675a,135,1,318.61
07f82ecdb207d09e2ef08acd22b1c80a,64,1,123.68
07fbf7cd2d1a81e2c4f88c9ff0148815,117,1,195.76
07fe3cee40551d2377a917fb4f377714,42,1,247.48
08000bf3f358f324fcf4db2d071d0155,47,1,40.26
0807baeeeaa1309effbd9a9dee41ab17,115,1,252.8
081e0e600cfd38bd7eabb583b2af18a3,99,1,137.38
0821fdf6e8db71ae96742f7676440779,107,1,135.8
0822f17656e904dee4ccbcd80419929d,44,1,23.19
082404643acd430a6fcd6ac0c6027e02,68,1,109.56
0825f342da6a33d48c89202d11ef61f7,41,1,138.64
08294377d6f9c63ff1ff06aa9af2be89,59,1,49.3
082b0909af2652eb18a3218321631f74,73,1,42.62
082f4a93605df980ab01581db54640d3,48,1,1759.26
08337fcb5700148106985b58c73e48fe,88,1,162.66
083ce299ea3fc1eba79bd0b17f64555b,7,1,67.17
0848b22e9aa5bd18c4eb1d985da46f75,75,1,129.86
0850e3aa287b1945a2cd7b2a58e20016,80,1,240.47
08538899c9349c72a2286e39a0a31717,33,1,182.2
08543aecfd64afcbb91d7ef62b4db986,37,1,69.44
085bac9935b660f86e84dae80040f735,35,1,52.93
085d2f970d64f92ebc2f4456077e548d,106,1,250.89
086b67b71d366303b8c06ac7a1b48b78,127,1,35.38
086f24c6c07040ab6a6383e1f4c37376,111,1,75.48
086f85b4c326262b4fcaa419914c949a,129,1,44.32
087c3d4ea19cbc0a3cf624d69ae9dd54,18,1,134.65
0895c61a77b305efdfad13596c749c60,142,1,762.14
0895fe4cf72747ab76d855ad89c93dff,113,1,135.72
089967e5aa13d5ab166c175f555ab0d8,88,1,321.51
089e0b8881ba4daa4ead7b2332dd16fa,113,1,83.7
08a11469ba7bc4bda25392a743f58a70,119,1,127.32
08a678af92ae64c547716222a06447cf,39,1,39.23
08a9098f7871cd4e9377535ea1a817c4,112,1,314.53
08b0b8222f06e9807749fafdabfd2e38,88,1,201.15
08b1a8aac0cd0ae1efff771bb98f19b6,84,1,369.61
08b2a675de579ef181675f82c081fca6,91,1,58.34
08b57f87bc889756ca453bf8106d48ce,117,1,50.68
08ba51d0133a2a5d8a95e0f094fed34c,116,1,205.29
08bdc46497e4aacf80a1ea0aaf9b3dfe,127,1,244.5
08d2c4fec63aa9ea247577680883926e,134,1,4282.72
08d3756e1b19beafa1a4d80e797bb63f,157,1,269.12
08d7e52bf78f5fa7e4a0fc47d7c4f9a4,33,1,72.38
08d8ad84b0088cbeae77da4ff3817479,106,2,259.81
08de4d9507128e2ad419e26cc4f22b65,5,1,172.14
08e317b27a267a1ac9dc207c95271ec3,65,1,81.34
08e5b38d7948d37fbb2a59fc5e175ab1,113,3,701.43
08e78d9e1bd7ea1ad66fc09b4a0fef6c,121,1,329.09000000000003
08f334e84bc7ab7b588cb7fc77dd7f4a,47,1,785.2
08f39bc6b746bc26013fa99b725e83e6,120,1,2026.6499999999999
08f7f41a13bdc1a2d999ba55b333672f,83,1,51.39
09018d0cc94704d599b6bdb42750ef88,44,1,212.74
0914ec19e272435152a9e2e88d6a3468,58,1,51.29
092693d3fdb3339e303e84220fa9c702,118,1,178.48
0929f902636077fa881e2a3c8e1aae38,109,1,89.36
092d1ba154276416f027e086b5de9fc2,108,1,73.27
092efb5efa2f61b05793f71115ca2469,102,1,185.56
0932d84be1bb7b48cc56d8029b817271,24,1,49.45
0937f85b7a96b6ad600405e9bf94255b,110,1,44.23
0946f9ca02e66f519a1cfd229d9d2d71,140,1,400.02
094b16a7db3cef4fbf754847600a2692,136,1,461.88
0954344d5c00614db04e124b63d3dd11,81,1,274.63
09606d95d5074098dffb7cf481ab0f2d,100,1,70.95
09617a6b42ff3438e15e0623d4b99d31,80,1,191.18
0962210779eb78f82bd46b065a4a9b94,28,1,224.1
0969ecf623dcc79ba129e88b63317740,182,1,52.1
096a473366157adf8a459627f97bce1d,97,1,250.89
096b61b042cd8e3966c4bddae318624b,83,1,165.1
096dc12ce4dbdbcf4bf71eed9fc3a4cd,40,1,83.79
097221858a1f2f6d37ca6915ae039780,22,1,56.6
0977cd50786b1f5d899cc3b93989acea,48,1,177.99
0988bf3de31325af88e3130ee3e5f821,114,1,50.23
09893d0d5863460e0c8f6c369313452d,108,1,209.37
09928c4afa1c45cfcf099b3b13889719,39,1,1034.06
099ca0f60f869898203011b81ad6078a,82,1,48.13
099fad9e8f7dfbd0412c300bcc697e0b,106,1,190.46
09a4585e0aedc471417a89c6e4ec1a73,108,1,52.22
09a5f7c425ee179efe9830c565b16bdb,10,1,76.74
09aefa81fc97a149e321b5f152fe713f,121,1,81.02
09b0eb53e09f29ad6a59aee993efc3af,16,1,119.37
09b788f0164506d326725366c6e995cd,32,1,82.56
09bf8d9eeaf0516be20397d0a90ddbd2,272,1,116.0
09c24fd0455b599da7e5a34570ef0ac8,117,1,53.22
09c8e6d62d590a5a5fab94418b2d651a,80,1,305.32
09cd73b13f103e47ce13675b4a4b36f3,112,2,375.4
09d1bf045d861141e5223428db885215,24,1,48.87
09d4fed6320030973607491be508c075,120,1,128.85
09d9a393da8d9500818cf8a2d5acd327,135,1,138.74
09e0892757b9236f00bdaff2b378253b,73,1,133.4
09f0e1aef2fa8134f784f8097f154585,15,1,193.84
09f890c3ae1626f1044e52e1c8d3707a,11,1,51.16
09f926099a35a4780056a8948b3cb38a,95,1,412.76
09ffbf8f6561c852740ab6de31444337,96,1,64.21
0a054e9a7520ae591b6d07d7605c3091,127,1,68.13
0a0bc01025ce6dbecc33717834faf717,36,1,169.95
0a0d53341312e66e04b930625f0b5dac,7,1,95.78
0a0ddd2126c26c78e3e691cf382525fe,91,1,183.84
0a13963a29607bff58dff1e7c90f3147,112,1,50.72
0a1bbf130c75c8e5abe2b20167b6f7ba,51,1,141.19
0a1f5d67d3e2bda459378bbbea2af1d6,63,1,32.58
0a2b658f48dd6b980011a226cf09494d,72,1,184.39
0a2bfc7b9705c3e494be7c34a99cade9,28,1,345.38
0a2f7583eb36287f4066e3dbcb5d678d,107,1,127.4
0a310f2b5dba96e9efede8f5640f0acb,130,1,52.22
0a3d4f596bd69fa0b5f599c4b66b9dc5,84,1,388.26
0a4c57438bd5b91dc9e09ac988493a9e,27,1,113.33
0a4fe44c4700ee0263551736ea3e5c74,53,1,87.11
0a6483c85a088be9fc6c9d3a64539e1d,66,1,85.81
0a6778022c639299667ea2aedaec84ca,19,1,139.22
0a7b2b70778551b43a7a68b65e4e3373,73,1,84.84
0a7cf55a3e4dcf8fdf11f6fd62c85803,108,1,308.95
0a8247e80253bcc2df41d9e770e07b67,91,1,46.13
0a8482d3b9220dfb3411e1458a9ac60f,19,1,520.02
0a9c698221c58550d4fc01a3499be461,75,1,42.51
0aacde7f3bda1ae91da7289dcb1c2a5c,27,1,235.06
0aad2fc81bc37dbf743d4f049989d220,78,1,84.28
0aaf14a68336153d8a79d877d3c86b3f,32,1,113.33
0ab5276daf22c0222983596592f7986a,24,1,232.07
0ab5cbb0ac648b42aaa02d47741e1d7b,45,1,80.44
0abd3a7f9ef4778f55c54e60f1d828c9,65,1,93.56
0abff5377bf2207c0015063059d8675d,34,1,223.84
0ac4a9460c1baf3051ffec5c9021a499,93,1,133.3
0ac587a29870f6a1e3e593834c51a762,87,1,113.96
0ac6c25e5eb8c43299ee93340d7c1bd5,43,1,69.16
0ad16341f17f169081c112d019a8b22f,118,1,315.25
0ada46296e2454b568f32413b14defe1,14,1,64.44
0adb179862977c93a9db8246e5e35970,91,1,189.0
0ade8f2feefbe30e6fd9b07b85d7030f,60,1,126.36
0adec5e4aacbd5738d0bf90ad046c7c3,36,1,385.88
0ae69b1eb9ca6a03fac4afb437d850be,93,1,202.15
0ae6cacc8502e4ebb924474994c90ba9,70,1,280.84
0ae70c3e3ff220ee3e43b29b6e633345,20,1,18.78
0af856b84f956b11317832a27b18ff4b,30,1,782.16
0afbb1db4938251436ec902d3e3b4c91,10,1,81.95
0b0c6c4b2a8dd9793de2a049cf67684e,115,1,140.09
0b10db910940be094f62a77f58d086b7,136,1,136.6
0b1611c702d9cdf6e413121a7517e07e,55,1,24.73
0b168f28a96d34e5b2d17f436b4a05a9,73,1,88.32
0b1715dfc26a6231c736058821dc0eb4,99,1,823.12
0b1863ef940d2c99493c2c551d7e3470,94,1,175.84
0b189e82086064bce001200f6cc9ea29,13,1,36.04
0b1ef8f1c964c96702a47c381c61f84f,77,1,307.54
0b21a574354d2ed360d0b1b4762e41c9,84,1,98.97
0b22bcdf93cde589d79719f5ad28a49e,71,1,118.7
0b31ab97144f6b55004e80c281016bc1,24,1,22.29
0b372b8a31a8de04042945af8b3e6d97,134,1,909.31
0b4332604e9cd2e3caa01760bb79e8f8,63,1,68.44
0b468d4e4519daa1645ca5a2741b1ddd,26,1,88.28
0b4983415f4105b8c247a4eb8124471d,4,1,26.29
0b49bcd246aa9725adb7ea86e4fa0ff5,84,1,119.82
0b504e5d0d04238ccbfe246fe621eb33,46,1,91.61
0b5057cd51031b814ac5667fb3ff0dbc,65,1,302.4
0b52c0db190fe9e3558ddcfa4407ea90,74,1,170.14
0b61db16f7442906464f968d0a1d34f8,135,1,128.75
0b66097f4f6d693632a2262ea6044ab7,131,1,112.68
0b75b025a4a23ff449139199715f8960,24,1,257.18
0b7bcd5b2d70f8a9edeeb2be5c40f5be,71,1,50.35
0b9653ee82c0d3f428fb8a375118d3ef,45,1,98.14
0b9c71b4440c2867df32a17241302afe,159,1,184.55
0ba1ea79e3dfc94da6add75a320a543c,31,1,283.88
0ba9d9bc5f447c3741e7dac86c8e13cd,76,1,692.82
0bc3c5a94a7c0a1d3ca419fa8b76da10,125,1,48.19
0bd0b4a708763e74a231d629b7b881fb,130,1,175.52
0bd445a081d5f2b0a41cc8c9efecd739,21,1,75.42
0bd4d2600b49eb951489ebc82723a4e6,68,1,112.77
0bd8a65222c471ae70ee84c84517233b,90,1,64.34
0bd9702b6faa88ff1d9eb5e763cb84d5,114,1,585.7
0bdb1b5e412a2098545a552a2c091686,140,1,132.69
0be23e2afd5c5d9a1c2ef6b033e2b17c,70,1,56.5
0be410c95355bb82b28c14c361b88c10,37,1,33.43
0be419a69453900fff1337bc4c3e0f0f,72,1,94.74
0be4d297ea99860488de05704d8feb7b,98,1,34.82
0beb1b192f2d5650c944db52840677f9,26,1,200.88
0bf013b2121f8ec0862f74fdebae586d,73,1,591.36
0bf790010e2f4f4353e3ae8e45ad3b2b,29,1,590.8
0bfe461ce9bb2a820de70ec1b8113b00,86,1,56.900000000000006
0c039ec32706287926596428d240686f,47,1,277.95
