customer_unique_id,Segment,Recency,Frequency,Monetary,RFM_SCORE,product_category_frequently
01b3e064c4fc4372a269bdc02c131850,관심 고객,3,1,301.8,515,bed_bath_table
01c849814dd6cd478f0ee6343414acb7,관심 고객,49,1,115.0,413,art
01cbe0a1a969bf0936fd97298ae18cc8,이탈 위험 고객,116,1,163.89,214,watches_gifts
01ecdc37f767e85f5b3fd2310a289253,관심 고객,16,1,721.74,515,housewares
01f2285f85a1c603eb7ef755ad311769,이탈 위험 고객,91,1,271.64,215,sports_leisure
02068e4fb8a2f9434c60eb29751b0783,이탈 위험 고객,127,1,145.37,113,construction_tools_safety
020ae51ab502504a00ab6ccbac53bfa6,관심 고객,17,1,812.76,515,telephony
020c0844de3cbc0e65fe2cd62ddbc985,이탈 위험 고객,140,1,129.32,113,health_beauty
0220755d57fdf6a1f63f39f51bb5fb90,이탈 고객,108,1,69.16,212,pet_shop
022657d659cf88bcc8c22774f3f0b61a,신규 고객,9,1,73.61,512,sports_leisure
022ac7dfecd0b4f6019415c4a0fe6d03,이탈 위험 고객,124,1,175.5,114,home_appliances_2
022defe8d96ad7d7e6b2e39a5d83c500,이탈 위험 고객,79,1,87.66,312,computers_accessories
02364b772a6ae741cce9f3c93ea77edc,이탈 위험 고객,121,1,215.38,114,health_beauty
02379fc0d5e683d41ccde86f75bbfaf4,이탈 위험 고객,66,1,88.51,312,health_beauty
023a67e0df63273fa1f49cd71fd3eb61,이탈 위험 고객,156,1,187.06,114,sports_leisure
023d64edb6716ac1a0a5da6e6277a713,이탈 고객,119,1,62.39,112,watches_gifts
024c233620ca87fef1d3f281e8123142,이탈 위험 고객,100,1,101.72,213,health_beauty
0255fc149c1f191319c8c431479e5d8c,관심 고객,31,1,140.67,413,stationery
025ef887ab57255584e60873ea086144,이탈 고객,130,1,21.94,111,electronics
026fef2c54aa326832f6eb30e9a13398,관심 고객,17,1,131.71,513,home_construction
027179319d6e0b4958b300ba6e9e35e6,관심 고객,16,1,98.11,513,perfumery
0283917cf6822284c4341224ef003fb6,관심 고객,63,1,147.84,313,electronics
0294bdc2d323f7399d6c38690095e94b,이탈 고객,128,1,93.91,112,computers_accessories
02a7760053385280fc193a50d86f69d1,관심 고객,13,1,279.88,515,bed_bath_table
02ba7b822bc05258fc0b790a1a54bc36,이탈 위험 고객,60,1,81.16,312,electronics
02bab436d042d111ec4b7c67cfab8835,관심 고객,28,1,145.94,513,garden_tools
02c10a545b4ff4123a8490cfc32db78c,관심 고객,19,1,456.76,515,pet_shop
02c2e590ec422325d7b15a4f0c8004cd,관심 고객,8,1,117.81,513,perfumery
02c53d2e9785a8da9dffe8d77a2cd882,이탈 위험 고객,112,1,142.34,213,watches_gifts
02c82b1b79ccf9f38fef2fa51cbc8791,이탈 위험 고객,109,1,190.0,214,watches_gifts
02ce197e2c160b57561b0880cc8d9446,이탈 위험 고객,109,1,158.92,214,computers_accessories
02da4d32a2cf298f82d850d77481da0c,이탈 위험 고객,115,1,157.91,214,furniture_decor
02e9109b7e0a985108b43e573b6afb23,이탈 위험 고객,109,2,598.8100000000001,255,bed_bath_table
02fd751e46b4df15f8fea581215241f8,이탈 고객,95,1,89.36,212,toys
030059570d2bf6147d5d70cd727c3697,신규 고객,22,1,52.92,511,telephony
0301e2b22f44b5a060987ecf49f8ada8,관심 고객,38,1,122.84,413,health_beauty
0303ef40ef95a500ba038e141c9b935b,이탈 위험 고객,70,1,61.480000000000004,312,bed_bath_table
030df4046f9f9e7fc4531b24b1e853fc,관심 고객,23,1,589.96,515,pet_shop
03146a8b7c6feaac56b53e8e834eccd2,신규 고객,52,1,69.53,412,luggage_accessories
0314c56ec0f115025e4d5cf570370fcf,관심 고객,71,1,193.0,314,watches_gifts
031aa5ac6d8d997b03e739c47752aac3,관심 고객,21,1,398.74,515,furniture_living_room
031cbbcf2be8c834d2d5d25d3ee49926,이탈 위험 고객,71,1,86.41,312,watches_gifts
031f055c013d9b147263937cc2d5b6a2,이탈 고객,116,1,93.91,212,bed_bath_table
032688e7102ec93cbe75358475e3178d,관심 고객,15,1,118.49,513,luggage_accessories
0336f24f20b52c8af2f0dd8e4697374b,관심 고객,83,1,117.96,313,health_beauty
03418da5fc543b9c92cbe8a87f76ba27,관심 고객,35,1,308.12,415,watches_gifts
034b9598ed15f8c7c94d5d68734aaf60,이탈 위험 고객,118,1,140.88,113,health_beauty
035e7cd88b7450fd33efeca817081a53,이탈 고객,103,1,71.04,212,housewares
03658676f008d0d0f8b826340eae3dba,관심 고객,81,1,133.71,313,perfumery
036fad4da661be7be3ad588329aefc1b,이탈 위험 고객,130,1,132.64,113,telephony
03740c6c6c3c01bfc1ef251683ef3a35,신규 고객,78,1,32.94,311,housewares
037576137eb995f89b3abc6c690a3d24,관심 고객,31,1,159.35,414,luggage_accessories
0377c4b5792adc66cac7fbcf5f90dbd0,이탈 위험 고객,130,1,117.35,113,health_beauty
037bf06ede74c617f31ca7ad8989860f,이탈 고객,97,1,68.33,212,health_beauty
0385202835886be536b884d2177cd4c7,이탈 위험 고객,106,1,112.88,213,telephony
038c91bf6f1bb33c46694bae8e74dee6,관심 고객,82,1,271.08,315,auto
03a4abdc6deb7b5b3c18b4cde6d63761,이탈 위험 고객,124,1,104.44,113,agro_industry_and_commerce
03ab3ea477718b0b0718b8fb857b2479,관심 고객,62,1,178.41,314,sports_leisure
03af1d692ad6c5b722844ea5db15d234,신규 고객,9,1,40.97,511,housewares
03afddcde6dddfb09ab4c007a4d6e34d,관심 고객,75,1,116.88,313,toys
03b67e2663060cffc84005d6775fda6a,이탈 위험 고객,99,1,138.25,213,luggage_accessories
03b990046f4ca81a57c049175ff50485,이탈 고객,127,1,47.61,111,housewares
03bc76887b06f1e7fb81d0513018165e,관심 고객,16,1,665.0699999999999,515,furniture_decor
03bd7c8563706d3a512250498f0706c0,관심 고객,28,1,1764.42,515,baby
03c652e00648633dbc255fe7b1ec3a58,관심 고객,52,1,123.02,413,housewares
03c665eff69ae2dd8923230d671e28d5,이탈 위험 고객,110,1,157.78,214,office_furniture
03cd0aecddfcc5c2d742df0db0103062,이탈 고객,119,1,70.24,112,home_appliances
03cf4e12f6dbafaa98d8db759e2f5d45,관심 고객,31,1,247.99,414,construction_tools_lights
03d4953a455f8489e712ea80699de878,신규 고객,40,1,33.33,411,construction_tools_construction
03d5d879b6583adc0d8b84788ab189d8,이탈 위험 고객,125,1,448.51,115,housewares
03da36f44c98d62dfa4dfdbbc8fd6ade,이탈 위험 고객,86,1,82.12,312,sports_leisure
03daf3183493e2be42de099dd42689d2,이탈 위험 고객,123,1,102.17,113,computers_accessories
03dd3244bf71b675adc88a6d0dd7180c,이탈 위험 고객,106,1,346.76,215,health_beauty
03ef7f03905227e15c7b6c860554b3cb,충성 고객,44,2,238.55,454,['health_beauty' 'small_appliances']
03fbe2c196c3f0812a34c264dcc617a2,관심 고객,44,1,349.93,415,housewares
04093066bc3fa341df1261a78e9a8e89,관심 고객,23,1,117.46,513,stationery
040f8dcf0a86b8897aaa4eb25e49830f,이탈 고객,111,1,91.19,212,health_beauty
041caba6a63ace5818387698ea85cdb2,이탈 고객,99,1,71.78,212,auto
041dc685b89c2bdbe0266667d2a3ba97,관심 고객,16,1,228.96,514,watches_gifts
0422bf9c5455d76bf0906b94b42bdc2c,관심 고객,79,1,347.79,315,fashion_bags_accessories
042507632a640723b9060d4c617302e5,신규 고객,88,1,22.7,311,health_beauty
042c603ecf6475679dd96ebbe37c5872,이탈 위험 고객,103,1,144.58,213,baby
0435835f062a422e29d5f190c5b90e01,이탈 위험 고객,127,1,704.8,115,bed_bath_table
043a01cff21e0bce3a77a16d6ea14923,관심 고객,46,1,128.84,413,health_beauty
043a16838b73c1aae6721b0bbe1530f5,이탈 위험 고객,109,1,237.16,214,luggage_accessories
0450a895467200eb538113c095f4ec26,이탈 위험 고객,105,1,109.07,213,furniture_living_room
045647db3d89047f1163e8135bc2336c,이탈 위험 고객,114,1,211.03,214,construction_tools_construction
045b2197c52c574f3443d3c74dbdd6ab,이탈 위험 고객,63,1,81.17,312,food
045bc837a19ec2f94f2eade75b728409,이탈 위험 고객,111,1,168.15,214,fashion_bags_accessories
0470c1594f49ac7997857a1e56c0941b,관심 고객,58,1,141.56,413,auto
04748ab218810c6ea98e490d2ef9facf,이탈 위험 고객,110,1,118.5,213,luggage_accessories
047871829ba4a3405f7b4264e218e3ab,이탈 위험 고객,135,1,128.25,113,baby
048059617701c132b5aa971d2330c2d0,이탈 위험 고객,130,1,289.22,115,health_beauty
0482f8eb57c7df640fa8a9a6a883c488,관심 고객,64,1,147.81,313,office_furniture
0484f4053df3702347e3b260d0eccf39,관심 고객,70,1,386.76,315,sports_leisure
0487a94145b40ec78717e7d4044f182d,관심 고객,22,1,1050.36,515,signaling_and_security
04914a70baae65c7368c83af08b17c81,이탈 고객,134,1,60.7,112,furniture_decor
04951d4f64f1fb00783f6667a19a2915,이탈 위험 고객,105,1,194.9,214,fashion_shoes
04a132a0625884998769f2855a3a57af,이탈 고객,111,1,62.31,212,pet_shop
04ad599aceadb8ab943440c18a87c99b,이탈 위험 고객,115,1,125.5,213,health_beauty
04ae551b5f47d2ad463a30d96c15ca7f,이탈 위험 고객,93,1,227.38,214,bed_bath_table
04b591095aa3118bcae593d38d3bff9e,이탈 위험 고객,106,1,163.24,214,computers_accessories
04b8af3ff5e931073fbdb9ca156192ad,관심 고객,23,1,154.05,514,computers_accessories
04c3799d1da502e6977882da307f39bd,이탈 위험 고객,119,1,194.3,114,cool_stuff
04c8d1d940857332059a45d7cc9a906a,이탈 고객,125,1,73.78,112,housewares
04c9f042aaafb2430f14e0c3d46c0a68,이탈 위험 고객,95,1,596.95,215,construction_tools_construction
04d72e3bcf0dbb259f2c98550640a179,이탈 위험 고객,108,1,213.73,214,bed_bath_table
04daf0030c088fed728993ef9f7eaa56,관심 고객,25,1,104.79,513,furniture_decor
04dd576f551d493e80d2d3a5fad5834b,이탈 위험 고객,148,1,120.09,113,cool_stuff
04e1b4465899f282fe44bc0daca32f81,이탈 위험 고객,107,1,213.76,214,sports_leisure
04e5e98155286592ff3078a9ce0b438e,신규 고객,37,1,85.58,412,computers_accessories
04edaceb9e1df2e1198a0692124dbe2a,이탈 위험 고객,130,1,113.82,113,health_beauty
04ef415f1d1c565ac89d4c345ae6fc40,관심 고객,49,1,148.18,413,cool_stuff
04f2f663f487d69ed819642a845d53e3,이탈 고객,116,1,53.81,211,furniture_decor
04f2fe2f22bba4933c8c149f015a7844,관심 고객,88,1,155.85,314,pet_shop
04f466d6234a805ba36301c1d054b343,이탈 위험 고객,115,1,419.94,215,['audio' 'watches_gifts']
04f621df77702e8f5e8fb25c81c5bf5c,신규 고객,81,1,19.39,311,electronics
0501840168467a2d31102cf755e6ebcb,관심 고객,26,1,193.96,514,furniture_decor
050331c7df0a0d54e5dd22f4fae0f2c4,관심 고객,75,1,118.6,313,computers_accessories
05080e528ffd17731221b7eb05e9c026,이탈 위험 고객,81,1,68.13,312,fashion_bags_accessories
0509ab034845adb0b4c91b6f0e7b7260,이탈 위험 고객,118,2,339.46,155,housewares
0511b00dba27c937d7c1b15aa385359e,관심 고객,88,1,100.88,313,toys
0527ba077d9197f91cf9b1e0f14ce984,이탈 위험 고객,81,1,94.52,312,health_beauty
0535470cf036d0c7242c67b16a16d5f7,관심 고객,42,1,160.75,414,health_beauty
053621a4996224c4f3b3296aab032d4d,관심 고객,29,1,163.02,514,baby
053abb2829821b2fafd26639ba5a5b2c,이탈 위험 고객,97,1,143.49,213,housewares
054151a8eed2b75f007d3be0957fd5ed,신규 고객,29,1,73.77999999999999,512,baby
0557ce04d044eac7a2f6e11b8988f8ed,관심 고객,60,1,141.28,313,furniture_decor
057707b95bb0f789915111ab30d7b772,이탈 위험 고객,80,1,81.46,312,bed_bath_table
05881608070651676a74a9859c492c43,이탈 고객,94,1,33.13,211,telephony
058aa00e0e9f4f0a2febfce3725d71c1,이탈 위험 고객,121,1,444.08,115,health_beauty
058b604a0df6b29f03c540de254b197f,이탈 위험 고객,130,1,186.64,114,housewares
058c974241ca9223249ab8ba9274478b,관심 고객,23,1,177.11,514,furniture_decor
058d30d972910f7fa6cf0121695a6e37,이탈 위험 고객,114,1,534.96,215,furniture_decor
059063072de58e5a847e76c4593d5629,관심 고객,66,1,1747.72,315,auto
05982d28754c6ff4db35d50e9ee11b24,신규 고객,57,1,71.44,412,computers_accessories
059e7585d8fcd2430a33375bdbcbb990,관심 고객,12,1,452.59000000000003,515,baby
05a021f89882d0c4df802f3c18897a34,관심 고객,48,1,627.72,415,bed_bath_table
05b18010a8a20bb7103a7c67b1b37800,관심 고객,60,1,180.85,314,furniture_decor
05bc8e1bebeff93bdf784213a7aed5d7,관심 고객,81,1,128.85,313,health_beauty
05c5a0912e201b4702af1f2c46a1c695,이탈 위험 고객,94,1,141.74,213,watches_gifts
05cc11f944a9cc2f8dd41fae770c313d,이탈 위험 고객,108,1,550.26,215,watches_gifts
05d1983f756f88c02430157372fc1402,신규 고객,85,1,31.95,311,electronics
05d814587e80f2e2846c144d4fb511bc,관심 고객,34,1,281.84,415,electronics
05d9b1eceefe1ded15739bf5091de7b0,관심 고객,88,1,149.36,314,bed_bath_table
05e89b2621d4014d7846b7d481dfafd3,이탈 고객,120,1,67.29,112,furniture_decor
05e8ff8236c9f7b774fbc76fa4e23763,이탈 고객,122,1,58.22,111,telephony
05ee5418a4ab511e323a7d1922d4e1ce,이탈 위험 고객,140,1,138.92,113,health_beauty
05f0200e2ce53f7ebdadfc9367257906,관심 고객,66,1,320.18,315,cool_stuff
05f1259e0082bb50b132b11aace45979,관심 고객,45,1,197.45,414,office_furniture
06038c34a42717cdd6dc54b8bb0e6548,이탈 위험 고객,62,1,94.87,312,bed_bath_table
060fb87bcb9f60275f3fc857b35be629,신규 고객,25,1,56.6,511,fashion_bags_accessories
0610a3f919d96e4cc79c5dd624b37ccc,신규 고객,12,1,57.77,511,construction_tools_lights
061abe74d3296b2623abc5e9755fb161,이탈 위험 고객,89,1,105.54,213,health_beauty
061b86395a4b70077d2db1d1f5290c30,이탈 위험 고객,88,1,59.14,312,sports_leisure
061e0d9d23f099ebcc78d1c90f94dfbe,관심 고객,18,1,1654.46,515,watches_gifts
0621ad7376367fb506403a29c8f7a603,관심 고객,13,1,269.55,515,computers_accessories
062238d27c69d03c3cf38b199d6a17a4,관심 고객,78,1,176.4,314,bed_bath_table
0623a77ecb65c1c973663a3a4aedff8f,관심 고객,12,1,128.57,513,stationery
06249a1cd30e3c76750d6a9736cbedf1,신규 고객,37,1,74.3,412,watches_gifts
0647eed2ece999e2d634520c62ab78be,관심 고객,42,1,260.06,415,office_furniture
0659763dba9821af49728668716e1084,이탈 고객,140,1,74.94,112,baby
065db70d867514639c1889ea5f6b8ae2,이탈 고객,106,1,53.83,211,health_beauty
065f8d269e0518c6a8cf04149063a2e9,이탈 고객,102,1,87.32,212,computers_accessories
0669ee32bf519c46d27030db08c5e0e3,관심 고객,87,1,648.16,315,bed_bath_table
0675829d0abdb673030149101e86488b,이탈 고객,134,1,71.19,112,auto
067aababad1d4ab2de52be25c7bc56f7,이탈 위험 고객,123,1,427.54,115,auto
06846137f99fc5cf2935c181711349b9,이탈 고객,127,1,92.1,112,sports_leisure
06865568b85ea95b06ff48f94b1a5326,이탈 고객,175,1,96.55,112,health_beauty
0694d901d7d88ffc1781dacfda6cd048,신규 고객,41,1,51.85,411,bed_bath_table
0697142614905a50813d854fa08b8eaf,잠재적 충성고객,38,2,103.13,453,['fashion_bags_accessories' 'sports_leisure']
069f4dd3b71c4a74396b5d9044432d5e,이탈 위험 고객,137,1,133.21,113,auto
06ac7f149dcf07ec7cde299a2787739a,이탈 고객,122,1,20.69,111,electronics
06b0421991a8b33ebcd370945f3494c0,이탈 위험 고객,120,1,538.6,115,watches_gifts
06c20fa6b4e085746a55f7329dac36c2,신규 고객,43,1,65.35,412,stationery
06c2538cfac1de544f46529bc1a1c4b2,이탈 위험 고객,81,1,78.72,312,health_beauty
06c9a5ff25dff66a5f6948d756251d7b,관심 고객,15,1,169.65,514,construction_tools_construction
06d17cdfefd3949b0539e6d082de6d99,이탈 위험 고객,106,1,281.08,215,auto
06d1978fe33d7a00904c2145feb94fe9,관심 고객,80,1,151.02,314,sports_leisure
06d2f8b660a9c52438a6aa591c6a4244,관심 고객,44,1,101.56,413,auto
06da5ebb792cd04ba20b05e0217ac5f9,이탈 위험 고객,110,1,143.75,213,watches_gifts
06e0c97721bd7ef0a4630570de1eeb98,관심 고객,46,1,727.1,415,health_beauty
06e4c037b01aceb787fdcf2b4cc7b1f9,신규 고객,29,1,25.78,511,computers_accessories
06e5b19a892adcc1764e70024306e84a,이탈 고객,100,1,70.78,212,sports_leisure
06e9efd9908fc2459e4a34b0f616243a,이탈 고객,89,1,64.34,212,pet_shop
06f627751c6010c4c1efa16a711b2764,관심 고객,44,1,150.98,414,garden_tools
070447b7f798d0fff61e13a5a03522d3,이탈 위험 고객,136,1,1006.77,115,watches_gifts
071151e43131464fef4e13aa9a8dee37,이탈 고객,113,1,72.1,212,cool_stuff
07187f9425311d0bd2a5451169bb8c3c,신규 고객,50,1,72.08,412,home_appliances_2
071cd8999ac70f2b72112bc3d49b09fc,이탈 위험 고객,127,1,176.65,114,bed_bath_table
072d62b795f5ddb501c3ed1d5c5079ed,신규 고객,15,1,91.23,512,garden_tools
072f8e24300dc9f9c23030f1ebc079da,신규 고객,24,1,56.07,511,auto
0734186c93d9d5488a3a77c8178cb794,관심 고객,4,1,105.52,513,telephony
07351daa62f3b9d1ba90f22e7f106407,신규 고객,12,1,24.79,511,health_beauty
073977bdb15905041804ac9f8b686d73,신규 고객,32,1,90.29,412,watches_gifts
073eb65c7b6cef57bc5be329667b35fb,관심 고객,66,1,590.8,315,computers_accessories
0741fe7ca466a771cea561293fc17b5a,관심 고객,64,1,707.16,315,musical_instruments
07435003bc81c33bafdfeace4faf1dc1,신규 고객,24,1,45.23,511,home_appliances
07522c9e3faeb9e86aafa0dc95f2db2b,이탈 위험 고객,129,1,165.08,114,computers_accessories
07547425c8f7a7086f529f2d3b80d21a,관심 고객,79,1,1591.6,315,cine_photo
07587576616fb49706b3536664386bdf,이탈 위험 고객,69,1,71.43,312,health_beauty
0758c9bc0d529d0ea2028f58903f1749,관심 고객,77,1,178.4,314,furniture_decor
075b7002d0445c874a542f6841d99bac,이탈 위험 고객,70,1,68.43,312,baby
076631f9ad2719c4fde47d451ce18104,이탈 위험 고객,99,1,464.40000000000003,215,home_construction
076b35e139e2e3de142e4d424d1cfb27,이탈 위험 고객,106,1,458.28,215,construction_tools_safety
07716110b84aa77735b7ee2cfde61e5e,신규 고객,66,1,37.41,311,sports_leisure
0777b150d37cc8c65e506f3885292681,신규 고객,41,1,96.65,412,watches_gifts
07826999f928c777522ebd9ed5879077,이탈 위험 고객,147,1,241.89000000000001,114,garden_tools
078bbabc3259184e037b720543d4c90a,신규 고객,73,1,35.23,311,garden_tools
078f7e669cebf2fb640d0ad0dabb3068,이탈 고객,114,1,37.85,211,bed_bath_table
079193e2ad24a2dd57584a7eb213bd1e,관심 고객,12,1,355.24,515,furniture_living_room
0795c2e6501b727255b4f0fa37986860,관심 고객,87,1,758.0,315,furniture_decor
079ec2c879df176aab74e81e61a12f50,신규 고객,61,1,17.38,311,computers_accessories
07a5f6a473e11854c739409c0c899882,신규 고객,80,1,29.31,311,electronics
07bd3d18ecba2420a8934b34a26f157a,이탈 위험 고객,135,1,104.86,113,watches_gifts
07bf560f72be1e670efa23930e50970f,이탈 위험 고객,109,1,219.38,214,furniture_decor
07ca0d4c9fbf2c34295f350fc37cc1f0,관심 고객,86,1,113.21,313,auto
07d190f123147d9e89d4b922543d7948,관심 고객,54,1,315.75,415,office_furniture
07d9274cd46ab1e4d6f47b8507e81b74,이탈 고객,108,1,63.23,212,construction_tools_lights
07edb6092d391eea668598f604cb8a80,관심 고객,63,1,1277.3700000000001,315,housewares
07ee1c167ed532ec5d1325758f063f8d,신규 고객,23,1,82.96,512,bed_bath_table
07f683d0c5edec5a5d827d25ba78620a,관심 고객,68,1,290.24,315,bed_bath_table
07f765655f560c8624267665ce23675a,이탈 위험 고객,135,1,318.61,115,housewares
07f82ecdb207d09e2ef08acd22b1c80a,관심 고객,64,1,123.68,313,garden_tools
07fbf7cd2d1a81e2c4f88c9ff0148815,이탈 위험 고객,117,1,195.76,214,bed_bath_table
07fe3cee40551d2377a917fb4f377714,관심 고객,42,1,247.48,414,['garden_tools' 'stationery']
08000bf3f358f324fcf4db2d071d0155,신규 고객,47,1,40.26,411,stationery
0807baeeeaa1309effbd9a9dee41ab17,이탈 위험 고객,115,1,252.8,215,industry_commerce_and_business
081e0e600cfd38bd7eabb583b2af18a3,이탈 위험 고객,99,1,137.38,213,sports_leisure
0821fdf6e8db71ae96742f7676440779,이탈 위험 고객,107,1,135.8,213,auto
0822f17656e904dee4ccbcd80419929d,신규 고객,44,1,23.19,411,audio
082404643acd430a6fcd6ac0c6027e02,관심 고객,68,1,109.56,313,housewares
0825f342da6a33d48c89202d11ef61f7,관심 고객,41,1,138.64,413,health_beauty
08294377d6f9c63ff1ff06aa9af2be89,신규 고객,59,1,49.3,411,sports_leisure
082b0909af2652eb18a3218321631f74,신규 고객,73,1,42.62,311,sports_leisure
082f4a93605df980ab01581db54640d3,관심 고객,48,1,1759.26,415,small_appliances
08337fcb5700148106985b58c73e48fe,관심 고객,88,1,162.66,314,sports_leisure
083ce299ea3fc1eba79bd0b17f64555b,신규 고객,7,1,67.17,512,consoles_games
0848b22e9aa5bd18c4eb1d985da46f75,관심 고객,75,1,129.86,313,sports_leisure
0850e3aa287b1945a2cd7b2a58e20016,관심 고객,80,1,240.47,314,bed_bath_table
08538899c9349c72a2286e39a0a31717,관심 고객,33,1,182.2,414,auto
08543aecfd64afcbb91d7ef62b4db986,신규 고객,37,1,69.44,412,bed_bath_table
085bac9935b660f86e84dae80040f735,신규 고객,35,1,52.93,411,telephony
085d2f970d64f92ebc2f4456077e548d,이탈 위험 고객,106,1,250.89,214,watches_gifts
086b67b71d366303b8c06ac7a1b48b78,이탈 고객,127,1,35.38,111,telephony
